"Response.No","Tab.No","Survey.Date","Survey Start Date","Survey End Date","AC Name","Mandal Name","Village Name","no_data_flag"
10539,287,2015-06-02,"2015-05-27","2015-06-06","Mylavaram","Reddygudem","K-Naguluru",0
10545,287,2015-07-05,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
10823,287,2015-07-16,"2015-07-14","2015-07-25","Mylavaram","Ibrahimpatnam","Kondapalli",0
10994,287,2015-07-03,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
11231,287,2015-06-12,"2015-06-07","2015-06-18","Mylavaram","Reddygudem","kudapa",0
11231,287,2015-06-12,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
11319,287,2015-07-06,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
12153,287,2015-07-09,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
12336,287,2015-07-03,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
12492,287,2015-06-03,"2015-05-27","2015-06-06","Mylavaram","Reddygudem","K-Naguluru",0
13208,287,2015-07-08,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
13315,287,2015-05-28,"2015-05-27","2015-06-06","Mylavaram","Reddygudem","K-Naguluru",0
13320,287,2015-06-10,"2015-06-07","2015-06-18","Mylavaram","Reddygudem","kudapa",0
13320,287,2015-06-10,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
13430,287,2015-06-16,"2015-06-07","2015-06-18","Mylavaram","Reddygudem","kudapa",0
13430,287,2015-06-16,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
13556,287,2015-07-03,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
13609,287,2015-06-10,"2015-06-07","2015-06-18","Mylavaram","Reddygudem","kudapa",0
13609,287,2015-06-10,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
14044,287,2015-06-27,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
14065,287,2015-05-30,"2015-05-27","2015-06-06","Mylavaram","Reddygudem","K-Naguluru",0
14077,287,2015-07-12,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
14099,287,2015-06-25,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
14228,287,2015-06-03,"2015-05-27","2015-06-06","Mylavaram","Reddygudem","K-Naguluru",0
14595,287,2015-05-31,"2015-05-27","2015-06-06","Mylavaram","Reddygudem","K-Naguluru",0
14962,287,2015-07-23,"2015-07-14","2015-07-25","Mylavaram","Ibrahimpatnam","Kondapalli",0
14967,287,2015-06-22,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
15319,287,2015-06-11,"2015-06-07","2015-06-18","Mylavaram","Reddygudem","kudapa",0
15319,287,2015-06-11,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
15324,287,2015-06-04,"2015-05-27","2015-06-06","Mylavaram","Reddygudem","K-Naguluru",0
15324,287,2015-06-04,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
15516,287,2015-07-10,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
16222,287,2015-06-23,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
16287,287,2015-06-30,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
16823,287,2015-07-04,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
16932,287,2015-06-19,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
17023,287,2015-06-18,"2015-06-07","2015-06-18","Mylavaram","Reddygudem","kudapa",0
17023,287,2015-06-18,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
17024,287,2015-06-29,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
17200,287,2015-06-11,"2015-06-07","2015-06-18","Mylavaram","Reddygudem","kudapa",0
17200,287,2015-06-11,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
17339,287,2015-07-07,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
17350,287,2015-07-25,"2015-07-14","2015-07-25","Mylavaram","Ibrahimpatnam","Kondapalli",0
17603,287,2015-06-12,"2015-06-07","2015-06-18","Mylavaram","Reddygudem","kudapa",0
17603,287,2015-06-12,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
17723,287,2015-07-09,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
17741,287,2015-06-29,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
17875,287,2015-06-04,"2015-05-27","2015-06-06","Mylavaram","Reddygudem","K-Naguluru",0
17875,287,2015-06-04,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
17995,287,2015-06-02,"2015-05-27","2015-06-06","Mylavaram","Reddygudem","K-Naguluru",0
18265,287,2015-06-24,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
18463,287,2015-07-06,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
18529,287,2015-06-11,"2015-06-07","2015-06-18","Mylavaram","Reddygudem","kudapa",0
18529,287,2015-06-11,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
18529,287,2015-06-19,"2015-06-07","2015-06-18","Mylavaram","Reddygudem","kudapa",0
18529,287,2015-06-19,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
19153,287,2015-06-26,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
19491,287,2015-07-11,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
19669,287,2015-06-04,"2015-05-27","2015-06-06","Mylavaram","Reddygudem","K-Naguluru",0
19669,287,2015-06-04,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
20087,287,2015-07-10,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
20218,287,2015-06-27,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
20464,287,2015-06-11,"2015-06-07","2015-06-18","Mylavaram","Reddygudem","kudapa",0
20464,287,2015-06-11,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
20761,287,2015-07-01,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
22211,287,2015-06-05,"2015-05-27","2015-06-06","Mylavaram","Reddygudem","K-Naguluru",0
22211,287,2015-06-05,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
22285,287,2015-06-16,"2015-06-07","2015-06-18","Mylavaram","Reddygudem","kudapa",0
22285,287,2015-06-16,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
22313,287,2015-07-23,"2015-07-14","2015-07-25","Mylavaram","Ibrahimpatnam","Kondapalli",0
22506,287,2015-07-09,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
22588,287,2015-05-30,"2015-05-27","2015-06-06","Mylavaram","Reddygudem","K-Naguluru",0
22705,287,2015-06-17,"2015-06-07","2015-06-18","Mylavaram","Reddygudem","kudapa",0
22705,287,2015-06-17,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
23371,287,2015-06-10,"2015-06-07","2015-06-18","Mylavaram","Reddygudem","kudapa",0
23371,287,2015-06-10,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
23525,287,2015-06-23,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
23608,287,2015-06-15,"2015-06-07","2015-06-18","Mylavaram","Reddygudem","kudapa",0
23608,287,2015-06-15,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
23765,287,2015-07-07,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
24071,287,2015-06-27,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
24080,287,2015-06-08,"2015-06-07","2015-06-18","Mylavaram","Reddygudem","kudapa",0
24080,287,2015-06-08,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
24081,287,2015-06-16,"2015-06-07","2015-06-18","Mylavaram","Reddygudem","kudapa",0
24081,287,2015-06-16,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
24130,287,2015-07-02,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
24805,287,2015-06-16,"2015-06-07","2015-06-18","Mylavaram","Reddygudem","kudapa",0
24805,287,2015-06-16,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
24855,287,2015-05-31,"2015-05-27","2015-06-06","Mylavaram","Reddygudem","K-Naguluru",0
24984,287,2015-06-10,"2015-06-07","2015-06-18","Mylavaram","Reddygudem","kudapa",0
24984,287,2015-06-10,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
25049,287,2015-06-10,"2015-06-07","2015-06-18","Mylavaram","Reddygudem","kudapa",0
25049,287,2015-06-10,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
25058,287,2015-06-16,"2015-06-07","2015-06-18","Mylavaram","Reddygudem","kudapa",0
25058,287,2015-06-16,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
25173,287,2015-06-26,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
25891,287,2015-06-04,"2015-05-27","2015-06-06","Mylavaram","Reddygudem","K-Naguluru",0
25891,287,2015-06-04,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
26130,287,2015-06-11,"2015-06-07","2015-06-18","Mylavaram","Reddygudem","kudapa",0
26130,287,2015-06-11,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
26378,287,2015-06-19,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
26520,287,2015-07-09,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
26916,287,2015-07-20,"2015-07-14","2015-07-25","Mylavaram","Ibrahimpatnam","Kondapalli",0
27493,287,2015-06-29,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
27556,287,2015-07-16,"2015-07-14","2015-07-25","Mylavaram","Ibrahimpatnam","Kondapalli",0
27889,287,2015-06-26,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
27919,287,2015-07-07,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
28344,287,2015-07-20,"2015-07-14","2015-07-25","Mylavaram","Ibrahimpatnam","Kondapalli",0
28630,287,2015-07-06,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
28723,287,2015-06-29,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
29163,287,2015-06-13,"2015-06-07","2015-06-18","Mylavaram","Reddygudem","kudapa",0
29163,287,2015-06-13,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
29396,287,2015-06-27,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
29514,287,2015-06-17,"2015-06-07","2015-06-18","Mylavaram","Reddygudem","kudapa",0
29514,287,2015-06-17,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
29750,287,2015-05-28,"2015-05-27","2015-06-06","Mylavaram","Reddygudem","K-Naguluru",0
29828,287,2015-06-03,"2015-05-27","2015-06-06","Mylavaram","Reddygudem","K-Naguluru",0
630,288,2015-06-24,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
867,288,2015-06-11,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
867,288,2015-06-11,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
1224,288,2015-06-13,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
1224,288,2015-06-13,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
1284,288,2015-06-27,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
1377,288,2015-06-26,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
1815,288,2015-07-01,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
1916,288,2015-06-08,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
1916,288,2015-06-08,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
2014,288,2015-06-23,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
2211,288,2015-05-27,"2015-05-21","2015-05-28","Mylavaram","Reddygudem","Narukullapadu",0
2249,288,2015-06-13,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
2249,288,2015-06-13,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
2788,288,2015-06-26,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
3202,288,2015-06-26,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
3353,288,2015-07-10,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
3497,288,2015-06-11,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
3497,288,2015-06-11,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
3624,288,2015-06-15,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
3624,288,2015-06-15,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
3874,288,2015-05-25,"2015-05-21","2015-05-28","Mylavaram","Reddygudem","Narukullapadu",0
4747,288,2015-06-04,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
4747,288,2015-06-04,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
5038,288,2015-05-26,"2015-05-21","2015-05-28","Mylavaram","Reddygudem","Narukullapadu",0
6022,288,2015-07-10,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
7111,288,2015-06-29,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
7952,288,2015-06-19,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
8216,288,2015-06-26,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
9983,288,2015-06-17,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
9983,288,2015-06-17,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
10065,288,2015-06-27,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
10372,288,2015-06-04,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
10372,288,2015-06-04,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
11962,288,2015-07-04,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
13341,288,2015-07-09,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
13540,288,2015-07-04,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
13602,288,2015-06-29,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
13806,288,2015-06-22,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
14061,288,2015-06-19,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
15029,288,2015-06-16,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
15029,288,2015-06-16,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
15313,288,2015-07-10,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
15415,288,2015-06-28,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
15634,288,2015-06-06,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
15634,288,2015-06-06,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
15841,288,2015-05-22,"2015-05-21","2015-05-28","Mylavaram","Reddygudem","Narukullapadu",0
15940,288,2015-06-15,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
15940,288,2015-06-15,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
16562,288,2015-06-05,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
16562,288,2015-06-05,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
17050,288,2015-06-25,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
18935,288,2015-06-05,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
18935,288,2015-06-05,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
19192,288,2015-06-16,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
19192,288,2015-06-16,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
19194,288,2015-06-04,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
19194,288,2015-06-04,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
19374,288,2015-07-04,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
20123,288,2015-06-17,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
20123,288,2015-06-17,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
21104,288,2015-06-06,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
21104,288,2015-06-06,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
21832,288,2015-06-06,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
21832,288,2015-06-06,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
22224,288,2015-07-09,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
22302,288,2015-06-04,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
22302,288,2015-06-04,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
22875,288,2015-05-26,"2015-05-21","2015-05-28","Mylavaram","Reddygudem","Narukullapadu",0
22993,288,2015-06-04,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
22993,288,2015-06-04,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
23427,288,2015-05-23,"2015-05-21","2015-05-28","Mylavaram","Reddygudem","Narukullapadu",0
23849,288,2015-06-13,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
23849,288,2015-06-13,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
23969,288,2015-06-04,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
23969,288,2015-06-04,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
23969,288,2015-06-19,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
23969,288,2015-06-19,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
24382,288,2015-06-30,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
24410,288,2015-06-13,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
24410,288,2015-06-13,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
25066,288,2015-06-04,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
25066,288,2015-06-04,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
25161,288,2015-06-17,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
25161,288,2015-06-17,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
25263,288,2015-06-08,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
25263,288,2015-06-08,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
25759,288,2015-07-01,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
25851,288,2015-06-26,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
26224,288,2015-06-04,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
26224,288,2015-06-04,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
26436,288,2015-06-13,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
26436,288,2015-06-13,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
27890,288,2015-06-08,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
27890,288,2015-06-08,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
27900,288,2015-06-04,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
27900,288,2015-06-04,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
28152,288,2015-06-04,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
28152,288,2015-06-04,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
28249,288,2015-06-19,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
28359,288,2015-06-17,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
28359,288,2015-06-17,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
28610,288,2015-06-15,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
28610,288,2015-06-15,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
28740,288,2015-06-30,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
28960,288,2015-05-26,"2015-05-21","2015-05-28","Mylavaram","Reddygudem","Narukullapadu",0
29458,288,2015-06-23,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
514,289,2015-05-22,"2015-05-21","2015-05-29","Mylavaram","Reddygudem","Rudra varam",0
1168,289,2015-06-07,"2015-06-01","2015-06-16","Mylavaram","Reddygudem","Muchanapalli",0
1168,289,2015-06-07,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
1168,289,2015-06-07,"2015-06-06","2015-06-29","Tiruvuru","Vissannapeta","Putrela",0
1433,289,2015-06-12,"2015-06-01","2015-06-16","Mylavaram","Reddygudem","Muchanapalli",0
1433,289,2015-06-12,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
1433,289,2015-06-12,"2015-06-06","2015-06-29","Tiruvuru","Vissannapeta","Putrela",0
2338,289,2015-05-23,"2015-05-21","2015-05-29","Mylavaram","Reddygudem","Rudra varam",0
2338,289,2015-05-23,"2015-05-23","2015-06-05","Tiruvuru","Vissannapeta","Telladevarapalli",0
4250,289,2015-07-02,"2015-06-30","2015-07-13","Tiruvuru","Vissannapeta","Vissannapeta",0
4674,289,2015-05-27,"2015-05-21","2015-05-29","Mylavaram","Reddygudem","Rudra varam",0
4674,289,2015-05-27,"2015-05-23","2015-06-05","Tiruvuru","Vissannapeta","Telladevarapalli",0
4917,289,2015-06-10,"2015-06-01","2015-06-16","Mylavaram","Reddygudem","Muchanapalli",0
4917,289,2015-06-10,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
